,date,text
215,"<span class=""artDateTime"">12.05.2020</span>","<div class=""artDesc""> vores samfund. Det siger sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) tirsdag under et samråd i Folketingets Sundheds- og Ældreudvalg. Her gør han rede for dele af myndighedernes håndtering af coronakrisen. Samrådet er indkaldt </div>"
216,"<span class=""artDateTime"">12.05.2020</span>","<div class=""artDesc"">. Det oplyser regeringen tirsdag. Ifølge sundhedsminister <b>Magnus</b> <b>Heunicke</b> bygger den nye strategi på tre søljer: Markant øget testning bredt i samfundet, opsporing af de smittedes nære kontakter, og isolation af de smittede. Altså på lange stræk </div>"
217,"<span class=""artDateTime"">12.05.2020</span>","<div class=""artDesc""> 12:00 Billetter til Roskilde Festival 2021 bliver sat til salg 13:00 Statsministeren holder spørgetime 14:30 Der er åbent samråd om coronastrategi Sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) er i åbent samråd om myndighedernes responstid </div>"
218,"<span class=""artDateTime"">12.05.2020</span>","<div class=""artDesc"">Var myndighederne for sene til at gribe ind over for coronavirus i Danmark? Det skal sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) redegøre for tirsdag i et samråd i Folketingets Sundheds- og Ældreudvalg. Sundhedsordfører Liselott Blixt </div>"
219,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc"">Den 21. april annoncerede sundhedsminister <b>Magnus</b> <b>Heunicke</b> en ny og udvidet teststrategi, hvor mange flere danskere skulle testes for covid-19 − også danskere uden symptomer. Målet var at kunne teste op mod 20.000 personer om dagen </div>"
220,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc""> personer inviteret til at deltage i testen via e-Boks eller brev. Ifølge sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) er der nu testkapacitet til, at man kan få data på virussets udbredelse i Danmark. - Jeg vil gerne opfordre alle, der modtager </div>"
221,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc""> af test ligge højere. Torsdag har sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) sagt, at man for at teste endnu flere danskere vil begynde at sende mails ud med en opfordring til at blive testet. Ifølge ham vil flere tusinde danskere allerede fra torsdag </div>"
222,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc""> sundhedsminister <b>Magnus</b> <b>Heunicke</b> i en mail til Jyllands-Posten. Oplysningen kommer frem, samtidig med at danske forskere forklarer, at de er ved at lægge sidste hånd på en ny massetest, der også vil kunne teste for antistoffer mod covid-19 blandt </div>"
223,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc"">. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) udtaler torsdag morgen til P1-programmet ""Slotsholmen"", at tusindvis af tilfældigt udvalgte danskere torsdag vil modtage en besked i e-boks fra Statens Serum Institut. De vil blive bedt om at blive testet </div>"
224,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc"">.490 søndag. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> afviser kritikken og forklarer, at Danmark er førende på verdensplan. »Vi er enige i, at flere skal testes. Men vi skal også være klar over, at Danmark ligger helt i top per indbygger globalt. Vi ligger </div>"
225,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc""> det fra sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S). Regeringen vil efter kritik fremlægge coronaberegninger Brasilien har sat trist coronarekord Brasilien, et af verdens nye hotspots for coronavirus, har onsdag registreret et rekordstort antal nye smittetilfælde </div>"
226,"<span class=""artDateTime"">07.05.2020</span>","<div class=""artDesc""> får de det bare endnu værre, siger han. Det har ikke været muligt at få en kommentar fra sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) eller psykiatriordfører Julie Skovsby (S). Hos Venstre siger sundhedsordfører Jane Heitmann, at hun selvfølgelig </div>"
227,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc""> ekspertrapport spækket med forbehold vokser det politiske pres for at genåbne samfundet langt mere Sundhedsminister <b>Magnus</b> <b>Heunicke</b> mener, at Venstre sparker en åben dør ind med forslaget. »Jeg er helt enig i, at mange flere skal testes, og det er netop </div>"
228,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc""> og beregninger, så de kan efterprøves, siger sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) i en pressemeddelelse. Kritikken er fremført i blandt andet Berlingske onsdag. Den stammer fra professor i infektionssygdomme på Rigshospitalet Jens Lundgren og ledende </div>"
229,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc"">Han havde forstået budskabet – og han var klar til at handle. Efter dage med hård kritik af den danske teststrategi gik sundhedsminister <b>Magnus</b> <b>Heunicke</b> den 21. april i offensiven med et tilbud til danskerne over en bred kam </div>"
230,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc""> forsamlingsforbuddet er begrænsningen på Herlev Hospital et forsøg på at mindske spredningen af coronavirus. Uanset mener Inger Støjberg, at familier skal kunne samles i den sidste tid. - Det mener jeg, at sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) skal ændre </div>"
231,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc""> Hospital kan pårørende ikke besøge en døende patient på kræftafdelingen, hvis vedkommende har mere end to dage tilbage at leve i. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) erkender over for Berlingske, at det er en svær afvejning. Senatet i Polen siger </div>"
232,"<span class=""artDateTime"">06.05.2020</span>","<div class=""artDesc""> at forbyde besøg. Forbuddet gælder dog ikke i kritiske situationer. Det formuleres som ""uopsætteligt besøg hos en kritisk syg eller døende person"" i påbuddet fra Styrelsen for Patientsikkerhed. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) anerkender </div>"
233,"<span class=""artDateTime"">05.05.2020</span>","<div class=""artDesc"">, at det er ""et regionalt og kommunalt ansvar at have tænkt værnemidler ind i beredskabet"". Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) har ikke haft mulighed for at stille op til interview. </div>"
234,"<span class=""artDateTime"">03.05.2020</span>","<div class=""artDesc""> eller job, selv om man boede under samme tag som en coronasmittet. Men så kom sundhedsminister <b>Magnus</b> <b>Heunicke</b> og sagde, at det skulle man altså ikke. En bagdør for de regelrette Tilbage står en stadigt mere forvirret befolkning. Ifølge eksperter </div>"
235,"<span class=""artDateTime"">03.05.2020</span>","<div class=""artDesc""> de folkevalgte på tværs af grænsebommene. Da Danmark lukkede ned, skete det efter et råd til sundhedsminister <b>Magnus</b> <b>Heunicke</b> fra hans italienske kollega, Roberto Speranza. Krisen har ført til et nyt globalt netværk, hvor der på virtuelle topmøder </div>"
236,"<span class=""artDateTime"">02.05.2020</span>","<div class=""artDesc"">.000 plejehjem, og på f.eks. plejehjemmet Sølund i København har det haft fatale konsekvenser. Her har 12 beboere har mistet livet, efter at covid-19 ramte. I forhandlingerne på Christiansborg er sundhedsminister <b>Magnus</b> <b>Heunicke</b> blevet bedt om at oplyse </div>"
237,"<span class=""artDateTime"">01.05.2020</span>","<div class=""artDesc""> af en national teststrategi, men det har Politiken ikke kunne få en kommentar til fra sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S). </div>"
238,"<span class=""artDateTime"">30.04.2020</span>","<div class=""artDesc"">. Men på et samråd forsvarer sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S), at retningslinjerne er blevet revideret og lavet om mange gange. Han kalder det ""uklogt"" ikke at lave nye retningslinjer løbende. - Jeg deltager ikke i det kor, som på nuværende tidspunkt </div>"
239,"<span class=""artDateTime"">30.04.2020</span>","<div class=""artDesc""> stod klar i Københavns Lufthavn, da et fragtfly den 8. april ankom med værnemidler fra Kina og blev modtaget af sundhedsminister <b>Magnus</b> <b>Heunicke</b>, der med sans for autoritær propaganda og stor ihærdighed hjalp med at få losset flyet. Sådanne tv </div>"
240,"<span class=""artDateTime"">29.04.2020</span>","<div class=""artDesc"">Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) bekræfter, at Sundhedsstyrelsen allerede i januar kendte til alvorlig smitterisiko ved coronavirus. Det skriver Berlingske. Den 28. januar blev Sundhedsstyrelsen orienteret om, at personer </div>"
241,"<span class=""artDateTime"">28.04.2020</span>","<div class=""artDesc""> af nyindlæggelser, siger han. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) har tidligere forklaret, at nyindlæggelser er et af de vigtigste parameter for at følge udbruddet af coronavirus i samfundet. Det totale antal indlæggelser med coronasmittede </div>"
242,"<span class=""artDateTime"">27.04.2020</span>","<div class=""artDesc""> med sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) tirsdag klokken 17. Før forhandlingerne savner Venstre svar fra regeringen på, hvilke anbefalinger sundhedsmyndighederne har, inden man forhandler hjælpepakke og gradvis genåbning på for eksempel </div>"
243,"<span class=""artDateTime"">27.04.2020</span>","<div class=""artDesc""> <b>Magnus</b> <b>Heunicke</b> (S) fortalte for en uge siden, at alle med symptomer skal kunne testes. Han har samtidig kaldt testcentrene for et ""afgørende element"" i den smitteovervågning, der skal til for at danne et reelt billede af smittesituationen </div>"
244,"<span class=""artDateTime"">25.04.2020</span>","<div class=""artDesc""> om stringens. Da sundhedsminister <b>Magnus</b> <b>Heunicke</b> dybt beklagede, at Danmark ikke tog imod et sydkoreansk tilbud om testkit, sagde Mølbak ham imod, fordi udstyret ifølge ham ikke kunne bruges til en døjt. Da Mølbak troede på flokimmunitet som samlet </div>"
245,"<span class=""artDateTime"">24.04.2020</span>","<div class=""artDesc""> vil der blive arbejdet med to slags test. En, der tester antistoffer i blodet, og en, der tester for, om man er smittet med coronavirus. Hvide telte skal belyse mørke tal I pressemeddelelsen kalder sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) teltene </div>"
246,"<span class=""artDateTime"">24.04.2020</span>","<div class=""artDesc"">. Det høje antal døde bekymrer sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S). - Det er en alvorlig tendens, som vi desværre også ser i andre lande. Det bekræfter, hvor vigtigt det er, at vi passer godt på vores ældre. De er blandt de mest udsatte </div>"
247,"<span class=""artDateTime"">23.04.2020</span>","<div class=""artDesc""> sent som onsdag fastslog sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> i folketingssalen, at på plejehjem, hvor der bor mange sårbare borgere, »er det naturligvis ekstra afgørende, at Sundhedsstyrelsens retningslinjer og vejledninger følges, så </div>"
248,"<span class=""artDateTime"">23.04.2020</span>","<div class=""artDesc""> har coronavirussen ramt flere plejehjem i Danmark med en række dødsfald blandt beboerne til følge. Onsdag omtalte sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> skismaet mellem pårørendebesøg og forebyggelse af smitte med covid-19 og kaldte </div>"
249,"<span class=""artDateTime"">23.04.2020</span>","<div class=""artDesc"">, som om det endelig er slået igennem, at Danmark har brug for, at mange flere bliver testet. Endelig har vi test nok, som sundhedsminister <b>Magnus</b> <b>Heunicke</b> formulerede det på pressemødet for nylig.Styrer vi uundgåeligt mod flokimmunitet? Ja, siger svensk </div>"
250,"<span class=""artDateTime"">23.04.2020</span>","<div class=""artDesc""> eller sundhedsminister <b>Magnus</b> <b>Heunicke</b>, men forskeren bag Epinion-målingerne siger selv, at han ikke ved, om de er et godt nok beslutningsgrundlag eller ej. »Lad mig sige det sådan, at jeg er meget glad for, at det ikke er mig, der skal træffe de beslutninger </div>"
251,"<span class=""artDateTime"">22.04.2020</span>","<div class=""artDesc""> også mere åbenhed fra regeringen. »Det vil betyde, at vi måske kan træffe bedre beslutninger – og heller ikke behøver at være så forsigtige,« siger han. Det har ikke været muligt at få en kommentar fra sundhedsminister <b>Magnus</b> <b>Heunicke</b>. Ved ikke </div>"
252,"<span class=""artDateTime"">22.04.2020</span>","<div class=""artDesc"">Det er en svær tid for os alle. Vi er med covid-19-pandemien i gang med at gennemleve en 100-årshændelse, som har efterladt os forvirrede og bange. Verden over stirrer befolkninger på den samme type illustration – sundhedsminister <b>Magnus</b> </div>"
253,"<span class=""artDateTime"">22.04.2020</span>","<div class=""artDesc""> på plejehjemmene,« udtaler ældreordfører Per Larsen. Det »helt store« dilemma Ved onsdagens spørgetime i Folketinget blev sundhedsminister <b>Magnus</b> <b>Heunicke</b> spurgt, om regeringen under coronakrisen har gjort nok for at sikre, at beboerne på landets </div>"
254,"<span class=""artDateTime"">22.04.2020</span>","<div class=""artDesc"">Patientrettigheder som garantier for udredning og behandling er sat på pause. Og det er ikke til at sige, hvornår de vender tilbage. Det siger sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) onsdag under Folketingets spørgetime </div>"
255,"<span class=""artDateTime"">22.04.2020</span>","<div class=""artDesc""> skal testes, men det er »ikke et vidundermiddel« På et pressemøde mandag oplyste sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S), at fremover skal alle med symptomer testes for coronavirus. Det har længe været efterspurgt, og nu er kapaciteten til det, sagde </div>"
256,"<span class=""artDateTime"">21.04.2020</span>","<div class=""artDesc"">, der er smittet med covid-19. Og vi kan følge smitteudviklingen i samfundet og anvende den viden aktivt, når vi gradvist genåbner Danmark,« siger sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> i en pressemeddelelse. tool </div>"
257,"<span class=""artDateTime"">21.04.2020</span>","<div class=""artDesc"">. - Vi har arbejdet benhårdt på at øge testkapaciteten, siden coronavirus begyndte at sprede sig i Danmark. Nu har vi fået opbygget kapacitet, og den skal vi udnytte til fulde, siger sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b>. - På den måde kan vi sikre </div>"
258,"<span class=""artDateTime"">21.04.2020</span>","<div class=""artDesc""> på et døgn. Mandag fortalte sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S), at alle med milde symptomer fremover skal testes. Det kan lade sig gøre nu, fordi der er nok test til rådighed. Indtil nu har 4312 personer overstået en infektion. Det er 171 flere </div>"
259,"<span class=""artDateTime"">21.04.2020</span>","<div class=""artDesc""> bosteder og plejecentre testes, hvis der er påvist sygdommen Covid-19 hos en borger eller personalet i institutionen. Meldingen kommer, efter at sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) mandag på et pressemøde sagde, at alle, der har symptomer </div>"
260,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc""> usikkerhed og bekymring, så det er nødvendigt, at vi får en klar melding fra regeringen om, hvorvidt det rent faktisk er noget, man har tænkt sig at forfølge«. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> svarede afværgende, da han – flankeret af Kåre Mølbak </div>"
261,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc"">På et pressemøde mandag sagde sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S), at alle med symptomer skal testes for Covid-19, der er sygdommen forårsaget af coronavirusset. Til det har myndighederne sat fem hvide telte op rundt omkring i landet </div>"
262,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc"">Alle personer, der har symptomer på coronavirus, skal kontakte lægen og finde ud af, om de skal testes. Det sagde sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) på et pressemøde mandag. Her kan du læse mere om, hvornår du skal kontakte din læge </div>"
263,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc"">I mere end en måned har eleverne i folkeskolens ældste klasser været hjemsendt. Og det er uvist, hvornår 6.-10.-klasserne får lov at komme tilbage til klasselokalerne. Det oplyser sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) mandag </div>"
264,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc"">Regeringen har ingen konkret slutdato for, hvornår danskerne igen kan begynde at kramme, kysse, trykke hånd og samles som man gjorde i tiden før coronavirussens indtog. Det sagde sundhedsminister <b>Magnus</b> <b>Heunicke</b> på et pressemøde mandag </div>"
265,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc""> forbedret, og derfor er der nu nok til, at alle med symptomer kan testes. Det fortæller sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) på et pressemøde mandag eftermiddag. - Vi har arbejdet hårdt for at få mere testkapacitet. Nu er den her. Derfor </div>"
266,"<span class=""artDateTime"">20.04.2020</span>","<div class=""artDesc""> op til et år, inden vi får det Danmark, som vi kender, tilbage,« siger hun. Jyllands-Posten forsøger at få en kommentar fra sundhedsminister <b>Magnus</b> <b>Heunicke</b>. Ældre Sagen: Udsigt til social afstand i et år er skræmmende Til Berlingske siger Kåre Mølbak </div>"
267,"<span class=""artDateTime"">18.04.2020</span>","<div class=""artDesc""> ind, som smitter, tror jeg, det vil kunne betale sig økonomisk,« siger han. Færre indlagt Hverken Sundhedsstyrelsen, Statens Serum Institut eller sundhedsminister <b>Magnus</b> <b>Heunicke</b> vil kommentere den kommende strategi </div>"
268,"<span class=""artDateTime"">18.04.2020</span>","<div class=""artDesc"">, når nu <b>Magnus</b> <b>Heunickes</b> fronthær gik på arbejde og risikerede at hente smitte med hjem. Der var travlt på sygehusene ved coronavirussens indtog. Travlt med at aflyse operationer og behandlinger og travlt med at efteruddanne og omstille sygehuse </div>"
269,"<span class=""artDateTime"">17.04.2020</span>","<div class=""artDesc""> eller vaccineres,« siger Jan Pravsgaard Christensen Jyllands-Posten ville gerne have spurgt sundhedsminister <b>Magnus</b> <b>Heunicke</b>, hvorfor regeringen ikke vil åbne mere. Han er ikke vendt tilbage på avisens henvendelser. »Det ville være tudetosset </div>"
270,"<span class=""artDateTime"">17.04.2020</span>","<div class=""artDesc"">En kommende app til coronabekæmpelse virker ikke på de telefoner, som op mod halvdelen af danske mobilbrugere har - nemlig iPhones. Det skriver Altinget. Ved et pressemøde mandag i sidste uge annoncerede sundheds- og ældreminister <b>Magnus</b> </div>"
271,"<span class=""artDateTime"">16.04.2020</span>","<div class=""artDesc"">For tre uger siden meldte sundhedsminister <b>Magnus</b> <b>Heunicke</b> ud, at antallet af test for coronavirus ville blive øget markant. Dengang kunne der testes op til 3.000 patienter om dagen. Ifølge ministeren ville Danmark nu overgå </div>"
272,"<span class=""artDateTime"">16.04.2020</span>","<div class=""artDesc"">. Den danske sundhedsminister, <b>Magnus</b> <b>Heunicke</b> (S), annoncerede på et pressemøde 6. april, at myndighederne er i gang med udviklingen af en ny app, som skal overvåge coronaudbredelsen. Udviklingen i Danmark sker efter inspiration fra en norsk model </div>"
273,"<span class=""artDateTime"">16.04.2020</span>","<div class=""artDesc""> for Ekstra Bladet at få en kommentar fra sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S). </div>"
274,"<span class=""artDateTime"">15.04.2020</span>","<div class=""artDesc"">Tirsdag opfordrede sundhedsminister <b>Magnus</b> <b>Heunicke</b> danskerne til at tage mere kontakt til de praktiserende læger, hvis man føler sig syg. Han kaldte det »bekymrende«, at man de seneste uger har set et fald i antallet af henvendelser </div>"
275,"<span class=""artDateTime"">15.04.2020</span>","<div class=""artDesc""> aften slog sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) fast, at børn fra familier, hvor der er coronavirus, skal blive hjemme. Men det gælder ikke for de voksne ansatte i skoler og daginstitutioner. Lærere og pædagoger skal således fortsat </div>"
276,"<span class=""artDateTime"">14.04.2020</span>","<div class=""artDesc"">Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) siger på et pressemøde i Statsministeriet, at Danmark har coronaepidemien under kontrol. Det baserer han på, at antallet af indlæggelser med coronavirus er lavere end forventet. - Det viser </div>"
277,"<span class=""artDateTime"">14.04.2020</span>","<div class=""artDesc""> i Danmark,« siger sundhedsminister <b>Magnus</b> <b>Heunicke</b>. </div>"
278,"<span class=""artDateTime"">14.04.2020</span>","<div class=""artDesc"">, at man kan kontakte sin læge som normalt. Per Larsen er blandt andet bekymret, fordi der seneste uger er blevet sendt færre kræftpatienter til tjek på hospitaler, fordi færre ringer til deres læge. Han opfordrer derfor sundhedsminister <b>Magnus</b> </div>"
279,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">-Jensen, har oplyst, at forhandlingerne om en genåbning af sundhedsvæsenet er brudt sammen. - Når vi nu kan åbne mere op for sundhedsvæsenet igen, er det fordi, vi har opnået kontrol over coronavirusset i Danmark, siger sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S </div>"
280,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">.eks. også været diskuteret, om det er trygt, hvis børn og voksne fra hjem med en coronasmittet kommer i daginstitution eller skole. Mandag besluttede sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b>, at børn med personer i familien, der er smittet med coronavirus </div>"
281,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">) og sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) samt partilederne. Men ifølge Venstre har regeringen under mandagens forhandlinger fortsat ikke formået at fremlægge en håndgribelig plan for genåbningen af sundhedsvæsenet. - Vi har bedt om en en klar plan </div>"
282,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">Når skoler og daginstitutioner åbner igen efter påske, skal børn med personer i familien, der er smittet med coronavirus, alligevel ikke møde i skole. Det har regeringen besluttet, oplyser sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S </div>"
283,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">Søndag aften forlod de borgerlige partier forhandlinger med sundhedsminister <b>Magnus</b> <b>Heunicke</b> om genåbningen af sundhedsvæsenet. De blå partier var blandt andet utilfredse med, at aftalen, der lå på bordet fra regeringen, var for uspecifik </div>"
284,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">, genindføre vores patientrettigheder for udredning og behandling. Det vil vi fortsat gerne drøfte med partierne, siger <b>Magnus</b> <b>Heunicke</b> i en skriftlig kommentar. Han henviser til, at patientrettighederne i øjeblikket er suspenderet. Det skyldes </div>"
285,"<span class=""artDateTime"">13.04.2020</span>","<div class=""artDesc"">De borgerlige partier i Folketinget har søndag aften forladt forhandlinger med sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) om en genåbning af sundhedsvæsenet. Det oplyser Venstre, Dansk Folkeparti, Konservative, Nye Borgerlige og Liberal Alliance </div>"
286,"<span class=""artDateTime"">12.04.2020</span>","<div class=""artDesc"">. Der var søndag ikke mulighed for at få en kommentar fra sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> eller Sundhedsstyrelsen. I Danmark sendes børnene afsted som de første – sådan genåbner resten af Europa Den seneste opgørelse fra Statens Serum Institut </div>"
287,"<span class=""artDateTime"">10.04.2020</span>","<div class=""artDesc"">. Regeringen oplyser dog, at beløbet skal fastsættes i dialog med Kommunernes Landsforening (KL). Forudsætningen for en gradvis genåbning af samfundet efter påske er, at det foregår på en kontrolleret måde, mener sundheds- og ældreminister <b>Magnus</b> </div>"
288,"<span class=""artDateTime"">09.04.2020</span>","<div class=""artDesc""> projekter har denne indgang,« siger professor Troels Kasper Høyer Scheel. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> er blevet forelagt eksperternes synspunkter. Han ønsker ikke at kommentere sagen. Heller ikke Sundhedsstyrelsen har ønsket at kommentere </div>"
289,"<span class=""artDateTime"">09.04.2020</span>","<div class=""artDesc"">45.000 danskere har på et døgn tilmeldt sig sundhedsmyndighedernes nye digitale platform Covidmeter. Det oplyser sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) på Twitter. Covidmeter blev lanceret onsdag og har altså fået 45.000 tilmeldte på et døgn </div>"
290,"<span class=""artDateTime"">09.04.2020</span>","<div class=""artDesc""> uge fik regeringen ved endnu en hastelov skærpet epidemiloven, så sundhedsminister <b>Magnus</b> <b>Heunicke</b> kan forbyde forsamlinger helt ned til over to personer. Den skærpelse er dog endnu ikke taget i brug. </div>"
291,"<span class=""artDateTime"">09.04.2020</span>","<div class=""artDesc"">På mandagens pressemøde meddelte sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S), at myndighederne i forbindelse med genåbningen af det danske samfund arbejder på en ny corona-app. »Som en del af den gradvise og forsigtige, kontrollerede genåbning </div>"
292,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc""> erhvervsminister Simon Kollerup (S) i pressemeddelelsen. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) supplerer: - Det vigtigste er, at vi fortsat holder fast og forebygger smittespredningen. Det er hele forudsætningen for, at der kan ske en kontrolleret åbning </div>"
293,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc""> for at vurdere udbredelsen af smitte i samfundet og understøtte beslutningerne om den gradvise genåbning af Danmark,« siger sundhedsminister <b>Magnus</b> <b>Heunicke</b>. Løsningen er blevet til med afsæt i ""Influmeter"" - Staten Serum Instituts side, hvor borgere </div>"
294,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc""> blev evalueringen af forsøgsordningen for medicinsk cannabis sprængt i atomer, da covid-19 tog alvorligt fat. Måneden forinden var det allerede ualmindeligt svært at få sundhedsminister <b>Magnus</b> <b>Heunicke</b> til at beskæftige sig med andet end covid-19 </div>"
295,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc""> af epidemiloven, der blev vedtaget i Folketinget i marts. Konkret fik politiet lov til at bruge loven i en bekendtgørelse fra sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) den 4. april. Bekendtgørelsen varer til 18. april. Forlænget forsamlingsforbud skaber </div>"
296,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc"">. kr. til Danmark Onsdagens sendning er blot den første af mange kommende. I alt er der planlagt over 20 flyvninger med værnemidler til det danske sundhedsvæsen. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> var til stede i lufthavnen for at tage imod </div>"
297,"<span class=""artDateTime"">08.04.2020</span>","<div class=""artDesc"">, privatpraktiserende speciallæger og praktiserende læger. På et pressemøde mandag gav sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) og statsminister Mette Frederiksen (S) begge udtryk for, at man gerne vil i gang med ""almindelig aktivitet"" på sygehusene igen. </div>"
298,"<span class=""artDateTime"">07.04.2020</span>","<div class=""artDesc""> tirsdag aften bekræfter sundhedsminister <b>Magnus</b> <b>Heunicke</b>, at Finansministeriet har lavet scenarierne sammen med Erhvervsministeriet. Statsminister Mette Frederiksen understregede søndag aften i TV Avisen, at »vi gør kun noget, vi er sikre </div>"
299,"<span class=""artDateTime"">07.04.2020</span>","<div class=""artDesc""> en app, som borgere frivilligt kan downloade. Den skal hjælpe til at overvåge spredningen af coronasmitte i landet. Det fortalte sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) på et pressemøde mandag. Du kan følge den seneste udvikling </div>"
300,"<span class=""artDateTime"">06.04.2020</span>","<div class=""artDesc"">Sundhedsmyndighederne vil lancere en app, som borgere frivilligt kan downloade. Den skal hjælpe til at overvåge spredningen af coronasmitte i landet. Det fortalte sundheds- og ældreminister <b>Magnus</b> <b>Heunicke</b> (S) på et pressemøde mandag </div>"
301,"<span class=""artDateTime"">06.04.2020</span>","<div class=""artDesc""> timer, hvor 292 fik konstateret coronavirus. »Jo færre, der bliver smittet, jo længere tid tager det, inden epidemien har smittet så mange, at der er en bred immunitet i befolkningen,« siger han. Sundhedsminister <b>Magnus</b> <b>Heunicke</b> </div>"
302,"<span class=""artDateTime"">06.04.2020</span>","<div class=""artDesc""> i Aarhus. Og sundhedsminister <b>Magnus</b> <b>Heunicke</b> kom på Facebook med en opsang til danskerne om, at »vi skal være bedre til at holde afstand«. Heunicke forsamlinger opsang »Der er desværre enkelte, som er begyndt at slække på tingene. Det går ikke </div>"
303,"<span class=""artDateTime"">06.04.2020</span>","<div class=""artDesc""> i sidste uge fik regeringen ved endnu en hastelov skærpet epidemiloven, så sundhedsminister <b>Magnus</b> <b>Heunicke</b> (S) kan forbyde forsamlinger helt ned til over to personer. Den skærpelse er dog ikke taget i brug i den seneste bekendtgørelse </div>"
